timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T18:32:31.443853,1588,move_left,141.17817200000002,328.202724,dx=-215.3px
2026-06-12T18:33:32.793706,2040,move_right,203.39000000000001,377.39,dx=69.6px
2026-06-12T18:33:45.303535,2208,blink,188.52371200000002,378.833744,
2026-06-12T18:33:45.303535,2208,move_left,188.52371200000002,378.833744,dx=-33.5px
2026-06-12T18:33:53.849620,2240,move_right,223.9327545205747,369.8166935983704,dx=24.4px
2026-06-12T18:34:08.309940,2368,move_left,196.8658,382.30580000000003,dx=-27.0px
2026-06-12T18:34:56.610779,3520,move_right,430.456328,372.364152,dx=223.5px
2026-06-12T18:35:59.658748,4560,move_right,502.5,370.0,dx=102.7px
2026-06-12T18:36:15.176780,4720,move_left,462.5,355.0,dx=-27.4px
2026-06-12T18:36:53.729339,5572,move_left,390.5,362.5,dx=-95.5px
2026-06-12T18:36:58.141650,5588,move_left,357.0949818926266,367.76117059326145,dx=-22.5px
2026-06-12T18:37:52.093299,6580,move_right,443.5,385.0,dx=95.0px
2026-06-12T18:38:43.844595,7996,move_left,119.5,373.5,dx=-320.7px
2026-06-12T18:38:55.708772,8232,smile,269.32000000000005,239.94,
2026-06-12T18:38:55.709592,8232,move_right,269.32000000000005,239.94,dx=149.8px
2026-06-12T18:38:55.710446,8232,move_up,269.32000000000005,239.94,dy=-133.6px
2026-06-12T18:39:11.444459,8592,move_right,322.5,373.5,dx=53.2px
2026-06-12T18:39:11.444459,8592,move_down,322.5,373.5,dy=133.6px
2026-06-12T18:40:20.628096,10368,move_left,119.0,368.0,dx=-201.4px
2026-06-12T18:41:41.376777,12340,smile,349.0,239.5,
2026-06-12T18:41:41.376777,12340,move_right,349.0,239.5,dx=227.7px
2026-06-12T18:41:41.376777,12340,move_up,349.0,239.5,dy=-130.7px
2026-06-12T18:41:56.829456,12588,smile,220.5,321.5,
2026-06-12T18:41:56.829456,12588,move_left,220.5,321.5,dx=-128.5px
2026-06-12T18:41:56.829456,12588,move_down,220.5,321.5,dy=82.0px
2026-06-12T18:42:01.705092,12708,smile,384.5,255.0,
2026-06-12T18:42:01.706095,12708,move_right,384.5,255.0,dx=164.0px
2026-06-12T18:42:01.707094,12708,move_up,384.5,255.0,dy=-66.5px
2026-06-12T18:42:05.096351,12736,smile,407.0488960000001,254.539884,
2026-06-12T18:42:05.097343,12736,move_right,407.0488960000001,254.539884,dx=22.5px
2026-06-12T18:42:53.743916,14028,move_left,256.0,288.0,dx=-151.0px
2026-06-12T18:42:53.743916,14028,move_down,256.0,288.0,dy=33.5px
2026-06-12T18:44:05.067217,15812,move_left,155.0,331.0,dx=-101.0px
2026-06-12T18:44:05.068216,15812,move_down,155.0,331.0,dy=43.0px
2026-06-12T18:44:15.719101,15904,move_left,132.0,340.0,dx=-21.5px
